boat_name,boat_type,boat_description,price,boat_url,loa_m,loa_ft,beam_m,beam_ft,draft_m,draft_ft,deadweight_t,displacement_t,fuel_capacity_l,water_tank_l,max_people,cabins,berths_for_guests,bathrooms,mainsail_m2,mainsail_optional_m2,jib_self_m2,genoa_m2,gennaker_m2,code_zero_m2,keel,ce_class,hull_type,hull_material,design,type_by_usage,deck_arrangement,builder,country,series,model,period_of_manufacture,crew,genoa_optional_m2,code_zero_optional_m2,spinnaker_optional_m2,mainsail_in_m2,spinnaker_m2,jib_m2,jib_optional_m2,max_speed_kt,cruising_speed_kt,gennaker_optional_m2,mainsail_lazy_bag_m2,mainsail_lazy_bag_optional_m2,jib_self_optional_m2,genoa_self_optional_m2,code_zero_optional_optional_m2,spinnaker_optional_optional_m2
Spirit 100,Sailing yacht,"The Spirit 100 is produced by the brand Spirit since 2010. Spirit 100 is a 30.60 meters classic yacht with 5 guest cabins and a draft of 3.70 meters which can cruise at 14 knots. The yacht has a wood hull with a CE certification class (A) and can navigate in the open ocean. The base price of a new Spirit 100 is not currently published, please contact the itBoat team for pricing details.",Price on request,https://itboat.com/models/8328-spirit-100,30.6,100.41666666666667,5.0,16.416666666666668,3.7,12.166666666666666,,48 (half load),,,,5.0,10.0,4.0,,,,,,,Fixed,A - Ocean,Monohull,Wood,Classic / Retro,Cruiser,With central / scandinavian cockpit,Spirit,Great Britain,The Superyacht,100,from 2010,,,,,,,,,,14.0,,,,,,,
Spirit 52,Sailing yacht,"The Spirit 52 is produced by the brand Spirit since 2010. Spirit 52 is a 15.90 meters classic yacht with 2 guest cabins and a draft of 2.20 meters. The yacht has a wood hull with a CE certification class (A) and can navigate in the open ocean. The base price of a new Spirit 52 is not currently published, please contact the itBoat team for pricing details.",Price on request,https://itboat.com/models/2191-spirit-52,15.9,52.166666666666664,3.4,11.166666666666666,2.2,7.25,,8 (half load),,,,2.0,4.0,2.0,,,,,,,Fixed,A - Ocean,Monohull,Wood,Classic / Retro,Cruiser,With central / scandinavian cockpit,Spirit,Great Britain,The Classic Style,52,from 2010,,,,,,,,,,,,,,,,,
Sunbeam Yachts 22.1,Sailing yacht,The Sunbeam Yachts 22.1 is produced by the brand Sunbeam Yachts since 2016. Sunbeam Yachts 22.1 is a 6.85 meters sport cruiser with 1 guest cabin and a draft of 1.4 meters. The yacht has a fiberglass / grp hull with a CE certification class (B) and can navigate no further than 200 miles off the coastline. The base price of a new Sunbeam Yachts 22.1 is €44.9 thousand.,"from €44,900",https://itboat.com/models/8372-sunbeam-yachts-22-1,6.85,22.5,2.49,8.25,1.4,4.666666666666667,,,,,,1.0,2.0,1.0,17.0,,,,35.0,,Lifting,B - Sea,Monohull,Fiberglass / GRP,Modern / Mainstream,Performance Cruiser,With mediterranean cockpit,Sunbeam Yachts,Austria,,22.1,from 2016,,,,,,,,,,,,,,,,,
Sunbeam Yachts 28.1,Sailing yacht,"The Sunbeam Yachts 28.1 is produced by the brand Sunbeam Yachts since 2014. Sunbeam Yachts 28.1 is a 8.50 meters sport cruiser with 1 guest cabin and a draft of 1.65 meters. The yacht has a fiberglass / grp hull with a CE certification class (B) and can navigate no further than 200 miles off the coastline. The base price of a new Sunbeam Yachts 28.1 is not currently published, please contact the itBoat team for pricing details.",Price on request,https://itboat.com/models/8373-sunbeam-yachts-28-1,8.5,27.916666666666668,2.49,8.25,1.65,5.416666666666667,,2.3 (half load),,,,1.0,2.0,1.0,27.0,,,,48.0,,Fixed,B - Sea,Monohull,Fiberglass / GRP,Modern / Mainstream,Performance Cruiser,With mediterranean cockpit,Sunbeam Yachts,Austria,,28.1,from 2014,,,,,,,,,,,,,,,,,
X-Yachts X4⁶,Sailing yacht,The X-Yachts X4⁶ is produced by the brand X-Yachts since 2018. X-Yachts X4⁶ is a 14.08 meters sport cruiser with 3 guest cabins and a draft of 2.30 meters. The base price of a new X-Yachts X4⁶ is €511.4 thousand.,"from €511,400",https://itboat.com/models/8520-x-yachts-x4,14.08,46.25,4.27,14.083333333333334,2.3,7.583333333333333,,10.9 (half load),280.0,360.0,,3.0,6.0,2.0,66.0,,42.0,50.0,,,Fixed,,Monohull,Fiberglass / GRP,Modern / Mainstream,Performance Cruiser,With mediterranean cockpit,X-Yachts,Denmark,X,X4⁶,from 2018,,,,,,170.0,,,,,,,,,,,
X-Yachts Xp 50,Sailing yacht,The X-Yachts Xp 50 is produced by the brand X-Yachts since 2013. X-Yachts Xp 50 is a 14.99 meters sport cruiser with 3 guest cabins and a draft of 2.65 meters. The yacht has a fiberglass / grp hull with a CE certification class (A) and can navigate in the open ocean. The base price of a new X-Yachts Xp 50 is €742.2 thousand.,"from €742,200",https://itboat.com/models/2547-x-yachts-xp-50,14.99,49.25,4.43,14.583333333333334,2.65,8.75,,11.6 (half load),600.0,550.0,,3.0,6.0,2.0,88.0,,,64.0,,,Fixed,A - Ocean,Monohull,Fiberglass / GRP,Modern / Mainstream,Performance Cruiser,With mediterranean cockpit,X-Yachts,Denmark,XPerformance,Xp 50,from 2013,,,,,,220.0,,,,,,,,,,,
X-Yachts Xp 44,Sailing yacht,The X-Yachts Xp 44 is produced by the brand X-Yachts since 2013. X-Yachts Xp 44 is a 13.29 meters luxury cruising yacht with 3 guest cabins and a draft of 2.30 meters. The yacht has a fiberglass / grp hull with a CE certification class (A) and can navigate in the open ocean. The base price of a new X-Yachts Xp 44 is €402.6 thousand.,"from €402,600",https://itboat.com/models/1838-x-yachts-xp-44,13.29,43.666666666666664,4.07,13.416666666666666,2.3,7.583333333333333,,8.65 (half load),200.0,350.0,,3.0,6.0,2.0,60.0,,,47.0,,,Fixed,A - Ocean,Monohull,Fiberglass / GRP,Modern / Mainstream,Performance Cruiser,With mediterranean cockpit,X-Yachts,Denmark,XPerformance,Xp 44,from 2013,,,,,,170.0,,,,,,,,,,,
X-Yachts Xc 50,Sailing yacht,The X-Yachts Xc 50 is produced by the brand X-Yachts since 2013. X-Yachts Xc 50 is a 15.61 meters luxury cruising yacht with 3 guest cabins and a draft of 2.35 meters. The yacht with a CE certification class (A) and can navigate in the open ocean. The base price of a new X-Yachts Xc 50 is €835.3 thousand.,"from €835,300",https://itboat.com/models/907-x-yachts-xc-50,15.61,51.25,4.6,15.166666666666666,2.35,7.75,,17 (half load),600.0,800.0,,3.0,6.0,2.0,73.0,,,,,,Fixed,A - Ocean,Monohull,,Modern / Mainstream,Cruiser,With mediterranean cockpit,X-Yachts,Denmark,XCruising,Xc 50,from 2013,,,,,,180.0,60.0,,,,,,,,,,
Bavaria C46,Sailing yacht,The Bavaria C46 is produced by the brand Bavaria Yachts since 2023. Bavaria C46 is a 14.95 meters cruising yacht with a Mediterranean cockpit with 3 guest cabins and a draft of 2.30 meters. The yacht has a fiberglass / grp hull with a CE certification class (A) and can navigate in the open ocean. The base price of a new Bavaria C46 is €307.9 thousand.,"from €307,900",https://itboat.com/models/15380-bavaria-c46,14.95,49.083333333333336,4.7,15.5,2.3,7.583333333333333,,13 (half load),244.0,554.0,16.0,3.0,6.0,2.0,66.0,,49.0,56.0,192.0,105.0,Fixed,A - Ocean,Monohull,Fiberglass / GRP,Modern / Mainstream,Cruiser,With mediterranean cockpit,Bavaria Yachts,Germany,C-Line,C46,from 2023,,,,,,,,,,,,,,,,,
Bavaria C38,Sailing yacht,The Bavaria C38 is produced by the brand Bavaria Yachts since 2020. Bavaria C38 is a 11.90 meters cruising yacht with a Mediterranean cockpit with 2 guest cabins and a draft of 2.05 meters. The yacht has a fiberglass / grp hull with a CE certification class (A) and can navigate in the open ocean. The base price of a new Bavaria C38 is €176.5 thousand.,"from €176,500",https://itboat.com/models/11588-bavaria-c38,11.9,39.083333333333336,3.98,13.083333333333334,2.05,6.75,,9 (half load),210.0,210.0,14.0,2.0,4.0,1.0,46.0,42.0,29.0,35.0,130.0,70.0,Fixed,A - Ocean,Monohull,Fiberglass / GRP,Modern / Mainstream,Cruiser,With mediterranean cockpit,Bavaria Yachts,Germany,C-Line,C38,from 2020,,,,,,,,,,,,,,,,,
Bavaria C42,Sailing yacht,The Bavaria C42 is produced by the brand Bavaria Yachts since 2020. Bavaria C42 is a 12.38 meters cruising yacht with a Mediterranean cockpit with 3 guest cabins and a draft of 2.10 meters. The yacht has a fiberglass / grp hull with a CE certification class (A) and can navigate in the open ocean. The base price of a new Bavaria C42 is €222.5 thousand.,"from €222,500",https://itboat.com/models/10155-bavaria-c42,12.38,40.666666666666664,4.29,14.083333333333334,2.1,6.916666666666667,9.678,,,,,3.0,6.0,2.0,53.0,43.0,38.0,45.0,156.0,82.0,Fixed,A - Ocean,Monohull,Fiberglass / GRP,Modern / Mainstream,Performance Cruiser,With mediterranean cockpit,Bavaria Yachts,Germany,C-Line,C42,from 2020,,,,,,,,,,,,,,,,,
Beneteau Oceanis 37.1,Sailing yacht,The Beneteau Oceanis 37.1 is produced by the brand Beneteau Yachts since 2023. Beneteau Oceanis 37.1 is a 11.93 meters cruising yacht with a Mediterranean cockpit with 2 guest cabins and a draft of 1.63 meters. The yacht has a fiberglass / grp hull with a CE certification class (A) and can navigate in the open ocean. The base price of a new Beneteau Oceanis 37.1 is €184.3 thousand.,"from €184,300",https://itboat.com/models/16298-beneteau-oceanis-37-1,11.93,39.166666666666664,3.92,12.916666666666666,1.63,5.416666666666667,,,130.0,355.0,10.0,2.0,4.0,1.0,37.0,31.0,23.0,30.0,,53.0,Fixed,A - Ocean,Monohull,Fiberglass / GRP,Modern / Mainstream,Cruiser,With mediterranean cockpit,Beneteau Yachts,France,Oceanis,Oceanis 37.1,from 2023,,,,,,,,,,,,,,,,,
Beneteau First 44,Sailing yacht,The Beneteau First 44 is produced by the brand Beneteau Yachts since 2023. Beneteau First 44 is a 14.66 meters sport cruiser with 3 guest cabins and a draft of 2.16 meters. The yacht has a fiberglass / grp hull with a CE certification class (A) and can navigate in the open ocean. The base price of a new Beneteau First 44 is €355.4 thousand.,"from €355,400",https://itboat.com/models/13518-beneteau-first-44,14.66,48.166666666666664,4.24,13.916666666666666,2.16,7.166666666666667,,10 (unloaded),220.0,329.0,14.0,3.0,6.0,2.0,53.0,61.0,,50.0,,95.0,Fixed,A - Ocean,Monohull,Fiberglass / GRP,Modern / Mainstream,Performance Cruiser,With mediterranean cockpit,Beneteau Yachts,France,First,First 44,from 2023,,60.0,105.0,207.0,,170.0,,,,,,,,,,,
Beneteau Oceanis Yacht 60,Sailing yacht,The Beneteau Oceanis Yacht 60 is produced by the brand Beneteau Yachts since 2022. Beneteau Oceanis Yacht 60 is a 18.80 meters luxury cruising yacht with 3 guest cabins and a draft of 2.65 meters. The yacht has a fiberglass / grp hull with a CE certification class (A) and can navigate in the open ocean. The base price of a new Beneteau Oceanis Yacht 60 is €942.2 thousand.,"from €942,200",https://itboat.com/models/13408-beneteau-oceanis-yacht-60,18.8,61.75,5.3,17.416666666666668,2.65,8.75,,22 (half load),500.0,800.0,14.0,3.0,6.0,3.0,77.0,,62.0,,,,Fixed,A - Ocean,Monohull,Fiberglass / GRP,Modern / Mainstream,Cruiser,With mediterranean cockpit,Beneteau Yachts,France,Oceanis yacht,Oceanis Yacht 60,from 2022,,75.0,125.0,250.0,,,,,,,,,,,,,
Beneteau First 36,Sailing yacht,The Beneteau First 36 is produced by the brand Beneteau Yachts since 2022. Beneteau First 36 is a 11.00 meters sport cruiser with 3 guest cabins and a draft of 2.26 meters. The yacht has a fiberglass / grp hull with a CE certification class (A) and can navigate in the open ocean. The base price of a new Beneteau First 36 is €238.8 thousand.,"from €238,813",https://itboat.com/models/13131-beneteau-first-36,11.0,36.166666666666664,3.81,12.583333333333334,2.26,7.416666666666667,,5 (half load),,,,3.0,6.0,1.0,42.0,,,,,,Fixed,A - Ocean,Monohull,Fiberglass / GRP,Modern / Mainstream,Performance Cruiser,With mediterranean cockpit,Beneteau Yachts,France,First,First 36,from 2022,,,,,,,38.0,,,,141.0,,,,,,
Beneteau Oceanis 34.1,Sailing yacht,The Beneteau Oceanis 34.1 is produced by the brand Beneteau Yachts since 2021. Beneteau Oceanis 34.1 is a 10.77 meters cruising yacht with a Mediterranean cockpit with 2 guest cabins and a draft of 1.49 meters. The yacht has a fiberglass / grp hull with a CE certification class (A) and can navigate in the open ocean. The base price of a new Beneteau Oceanis 34.1 is €133.2 thousand.,"from €133,200",https://itboat.com/models/12382-beneteau-oceanis-34-1,10.77,35.416666666666664,3.57,11.75,1.49,4.916666666666667,,,130.0,,10.0,2.0,4.0,1.0,31.0,26.0,17.0,23.0,,50.0,Fixed Lifting,A - Ocean,Monohull,Fiberglass / GRP,Modern / Mainstream,Cruiser,With mediterranean cockpit,Beneteau Yachts,France,Oceanis,Oceanis 34.1,from 2021,,,,,,80.0,,,,,,,,,,,
Beneteau First 27 SE,Sailing yacht,The Beneteau First 27 SE is produced by the brand Beneteau Yachts since 2021. Beneteau First 27 SE is a 7.99 meters sport keel monotype with 1 guest cabin and a draft of 2.00 meters. The yacht has a fiberglass / grp hull with a CE certification class (B) and can navigate no further than 200 miles off the coastline. The base price of a new Beneteau First 27 SE is €85.5 thousand.,"from €85,476",https://itboat.com/models/12204-beneteau-first-27-se,7.99,26.25,2.54,8.416666666666666,2.0,6.583333333333333,,,,,6.0,1.0,4.0,1.0,26.0,,,,79.0,,Lifting,B - Sea,Monohull,Fiberglass / GRP,Modern / Mainstream,Racing,With mediterranean cockpit,Beneteau Yachts,France,First SE,First 27 SE,from 2021,,,,,,,20.0,,,,,,,,,,
Beneteau First 24 SE,Sailing yacht,"The Beneteau First 24 SE is produced by the brand Beneteau Yachts since 2021. Beneteau First 24 SE is a 7.29 meters sport keel monotype with 1 guest cabin and a draft of 2.00 meters. The yacht has a fiberglass / grp hull with a CE certification class (C) and can navigate along the coastline, on rivers and canals. The base price of a new Beneteau First 24 SE is €60.5 thousand.","from €60,500",https://itboat.com/models/12203-beneteau-first-24-se,7.29,24.0,2.5,8.25,2.0,6.583333333333333,,1 (unloaded),,,8.0,1.0,4.0,,17.0,,,,50.0,,Lifting,C - Coastal waters,Monohull,Fiberglass / GRP,Modern / Mainstream,Racing,With mediterranean cockpit,Beneteau Yachts,France,First SE,First 24 SE,from 2021,,,,,,,13.0,,,,,,,,,,
Beneteau First 18 SE,Sailing yacht,"The Beneteau First 18 SE is produced by the brand Beneteau Yachts since 2021. Beneteau First 18 SE is a 5.55 meters sport keel monotype with 1 guest cabin and a draft of 1.50 meters. The yacht has a fiberglass / grp hull with a CE certification class (C) and can navigate along the coastline, on rivers and canals. The base price of a new Beneteau First 18 SE is €26.1 thousand.","from €26,100",https://itboat.com/models/12202-beneteau-first-18-se,5.55,18.25,2.38,7.833333333333333,1.5,5.0,,,,,4.0,1.0,2.0,,15.0,,,,32.0,,Lifting,C - Coastal waters,Monohull,Fiberglass / GRP,Modern / Mainstream,Racing,With mediterranean cockpit,Beneteau Yachts,France,First SE,First 18 SE,from 2021,,,,,,,9.0,,,,,,,,,,
Beneteau First 14 SE,Sailing yacht,The Beneteau First 14 SE is produced by the brand Beneteau Yachts since 2021. Beneteau First 14 SE is a 4.30 meters sport dinghy with accommodation for 2 guests and a draft of 1.00 meters. The yacht has a fiberglass / grp hull with a CE certification class (D) and can navigate in protected waters. The base price of a new Beneteau First 14 SE is €13.1 thousand.,"from €13,145",https://itboat.com/models/12201-beneteau-first-14-se,4.3,14.166666666666666,1.7,5.583333333333333,1.0,3.3333333333333335,,,,,2.0,,,,9.0,,,,13.0,,Сenterboard,D - Protected waters (inland waters),Monohull,Fiberglass / GRP,Modern / Mainstream,Racing,Other,Beneteau Yachts,France,First SE,First 14 SE,from 2021,,,,,,,4.0,,,,,,,,,,
Beneteau Oceanis 40.1,Sailing yacht,The Beneteau Oceanis 40.1 is produced by the brand Beneteau Yachts since 2020. Beneteau Oceanis 40.1 is a 12.87 meters cruising yacht with a Mediterranean cockpit with 2 guest cabins and a draft of 2.27 meters. The yacht has a fiberglass / grp hull with a CE certification class (A) and can navigate in the open ocean. The base price of a new Beneteau Oceanis 40.1 is €234.4 thousand.,"from €234,400",https://itboat.com/models/10433-beneteau-oceanis-40-1,12.87,42.25,4.18,13.75,2.27,7.5,,8.18 (half load),195.0,235.0,,2.0,4.0,1.0,35.0,,,34.0,,61.0,Fixed,A - Ocean,Monohull,Fiberglass / GRP,Modern / Mainstream,Cruiser,With mediterranean cockpit,Beneteau Yachts,France,Oceanis,Oceanis 40.1,from 2020,,,,,,,27.0,,,,,,,,,,
Beneteau Oceanis Yacht 54,Sailing yacht,The Beneteau Oceanis Yacht 54 is produced by the brand Beneteau Yachts since 2020. Beneteau Oceanis Yacht 54 is a 17.12 meters cruising yacht with a Mediterranean cockpit with 3 guest cabins and a draft of 2.50 meters. The yacht has a fiberglass / grp hull with a CE certification class (A) and can navigate in the open ocean. The base price of a new Beneteau Oceanis Yacht 54 is €597.2 thousand.,"from €597,200",https://itboat.com/models/10432-beneteau-oceanis-yacht-54,17.12,56.25,5.0,16.416666666666668,2.5,8.25,,16.6 (unloaded),400.0,720.0,14.0,3.0,6.0,2.0,,,51.0,,,,Fixed,A - Ocean,Monohull,Fiberglass / GRP,Modern / Mainstream,Cruiser,With mediterranean cockpit,Beneteau Yachts,France,Oceanis yacht,Oceanis Yacht 54,from 2020,,65.0,123.0,210.0,63.0,,,,,,,,,,,,
Beneteau First 53,Sailing yacht,The Beneteau First 53 is produced by the brand Beneteau Yachts since 2019. Beneteau First 53 is a 17.12 meters sport cruiser with 3 guest cabins and a draft of 2.50 meters. The yacht has a fiberglass / grp hull with a CE certification class (A) and can navigate in the open ocean. The base price of a new Beneteau First 53 is €660.9 thousand.,"from €660,900",https://itboat.com/models/9996-beneteau-first-53,17.12,56.25,5.0,16.416666666666668,2.5,8.25,,16 (unloaded),400.0,720.0,14.0,3.0,6.0,2.0,87.0,,,79.0,,179.0,Fixed,A - Ocean,Monohull,Fiberglass / GRP,Modern / Mainstream,Performance Cruiser,With mediterranean cockpit,Beneteau Yachts,France,First,First 53,from 2019,,,,,,254.0,,,,,,,,,,,
Beneteau Oceanis 30.1,Sailing yacht,The Beneteau Oceanis 30.1 is produced by the brand Beneteau Yachts since 2019. Beneteau Oceanis 30.1 is a 9.53 meters cruising yacht with a Mediterranean cockpit with 2 guest cabins and a draft of 2.00 meters. The yacht has a fiberglass / grp hull with a CE certification class (B) and can navigate no further than 200 miles off the coastline. The base price of a new Beneteau Oceanis 30.1 is €102.2 thousand.,"from €102,200",https://itboat.com/models/9614-beneteau-oceanis-30-1,9.53,31.333333333333332,2.99,9.833333333333334,2.0,6.583333333333333,,4 (unloaded),130.0,160.0,10.0,2.0,4.0,1.0,24.0,,16.0,22.0,,35.0,Fixed Lifting,B - Sea,Monohull,Fiberglass / GRP,Modern / Mainstream,Cruiser,With mediterranean cockpit,Beneteau Yachts,France,Oceanis,Oceanis 30.1,from 2019,,,,,,70.0,,,,,,,,,,,
Beneteau Oceanis 46.1,Sailing yacht,The Beneteau Oceanis 46.1 is produced by the brand Beneteau Yachts since 2018. Beneteau Oceanis 46.1 is a 14.60 meters cruising yacht with a Mediterranean cockpit with 5 guest cabins and a draft of 2.10 meters. The yacht has a fiberglass / grp hull with a CE certification class (A) and can navigate in the open ocean. The base price of a new Beneteau Oceanis 46.1 is €317.9 thousand.,"from €317,900",https://itboat.com/models/9644-beneteau-oceanis-46-1,14.6,47.916666666666664,4.5,14.833333333333334,2.1,6.916666666666667,,10.5 (half load),200.0,370.0,,5.0,10.0,3.0,45.0,54.0,,,,,Fixed,A - Ocean,Monohull,Fiberglass / GRP,Modern / Mainstream,Cruiser,With mediterranean cockpit,Beneteau Yachts,France,Oceanis,Oceanis 46.1,from 2018,,52.0,102.0,152.0,,,40.0,,,,,,,,,,
